MM:DD:YYYY hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, Session_Type, Event, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
12/23/2019 19:22:19,0,3.67,2,FR1_Light_tracking,Pellet,Right,12,6,10,2
12/23/2019 19:22:50,0,3.60,0,FR1_Light_tracking,Poke,Left,13,6,10,nan
12/23/2019 19:22:55,0,3.67,2,FR1_Light_tracking,Pellet,Left,13,6,11,1
12/23/2019 19:23:29,0,3.60,0,FR1_Light_tracking,Poke,Left,14,6,11,nan
12/23/2019 19:23:35,0,3.67,2,FR1_Light_tracking,Pellet,Left,14,6,12,2
12/23/2019 19:24:17,0,3.60,0,FR1_Light_tracking,Poke,Left,15,6,12,nan
12/23/2019 19:24:23,0,3.67,2,FR1_Light_tracking,Pellet,Left,15,6,13,3
12/23/2019 19:24:42,0,3.60,0,FR1_Light_tracking,Poke,Left,16,6,13,nan
12/23/2019 19:24:48,0,3.67,2,FR1_Light_tracking,Pellet,Left,16,6,14,2
12/23/2019 19:25:05,0,3.60,0,FR1_Light_tracking,Poke,Left,17,6,14,nan
12/23/2019 19:25:10,0,3.67,2,FR1_Light_tracking,Pellet,Left,17,6,15,1
12/23/2019 19:25:29,0,3.60,0,FR1_Light_tracking,Poke,Right,18,6,15,nan
12/23/2019 19:25:33,0,3.60,0,FR1_Light_tracking,Poke,Right,19,6,15,nan
12/23/2019 19:25:38,0,3.60,0,FR1_Light_tracking,Poke,Right,20,6,15,nan
12/23/2019 19:25:39,0,3.60,0,FR1_Light_tracking,Poke,Right,21,6,15,nan
12/23/2019 19:26:03,0,3.60,0,FR1_Light_tracking,Poke,Right,22,6,15,nan
12/23/2019 19:26:07,0,3.60,0,FR1_Light_tracking,Poke,Right,23,6,15,nan
12/23/2019 19:26:09,0,3.61,0,FR1_Light_tracking,Poke,Right,24,6,15,nan
12/23/2019 19:27:49,0,3.60,0,FR1_Light_tracking,Poke,Right,25,6,15,nan
12/23/2019 19:28:07,0,3.60,0,FR1_Light_tracking,Poke,Right,26,6,15,nan
12/23/2019 19:29:07,0,3.60,0,FR1_Light_tracking,Poke,Right,27,6,15,nan
12/23/2019 19:29:15,0,3.61,0,FR1_Light_tracking,Poke,Right,27,7,15,nan
12/23/2019 19:29:24,0,3.67,2,FR1_Light_tracking,Pellet,Right,27,7,16,5
12/23/2019 19:30:10,0,3.60,0,FR1_Light_tracking,Poke,Left,28,7,16,nan
12/23/2019 19:30:15,0,3.67,2,FR1_Light_tracking,Pellet,Left,28,7,17,2
12/23/2019 19:30:43,0,3.60,0,FR1_Light_tracking,Poke,Right,28,8,17,nan
12/23/2019 19:30:54,0,3.60,2,FR1_Light_tracking,Pellet,Right,28,8,18,8
12/23/2019 19:31:32,0,3.60,0,FR1_Light_tracking,Poke,Right,28,9,18,nan
12/23/2019 19:31:49,0,3.67,4,FR1_Light_tracking,Pellet,Right,28,9,19,11
12/23/2019 19:37:32,0,3.60,0,FR1_Light_tracking,Poke,Left,29,9,19,nan
12/23/2019 19:38:07,0,3.67,3,FR1_Light_tracking,Pellet,Left,29,9,20,29
12/23/2019 19:40:04,0,3.60,0,FR1_Light_tracking,Poke,Right,29,10,20,nan
12/23/2019 19:40:10,0,3.60,2,FR1_Light_tracking,Pellet,Right,29,10,21,2
12/23/2019 19:43:43,0,3.60,0,FR1_Light_tracking,Poke,Left,30,10,21,nan
12/23/2019 19:43:49,0,3.67,2,FR1_Light_tracking,Pellet,Left,30,10,22,2
12/23/2019 20:14:28,0,3.60,0,FR1_Light_tracking,Poke,Left,31,10,22,nan
12/23/2019 20:14:56,0,3.60,15,FR1_Light_tracking,Pellet,Left,31,10,23,21
12/23/2019 20:27:02,0,3.60,0,FR1_Light_tracking,Poke,Right,32,10,23,nan
12/23/2019 20:37:09,0,3.60,0,FR1_Light_tracking,Poke,Right,32,11,23,nan
12/23/2019 20:37:16,0,3.67,2,FR1_Light_tracking,Pellet,Right,32,11,24,3
12/23/2019 20:40:16,0,3.60,0,FR1_Light_tracking,Poke,Right,33,11,24,nan
12/23/2019 20:40:21,0,3.60,0,FR1_Light_tracking,Poke,Right,34,11,24,nan
12/23/2019 20:40:38,0,3.60,0,FR1_Light_tracking,Poke,Right,35,11,24,nan
12/23/2019 20:42:54,0,3.60,0,FR1_Light_tracking,Poke,Right,35,12,24,nan
12/23/2019 20:42:59,0,3.67,2,FR1_Light_tracking,Pellet,Right,35,12,25,2
12/23/2019 20:44:52,0,3.60,0,FR1_Light_tracking,Poke,Right,35,13,25,nan
12/23/2019 20:44:57,0,3.67,2,FR1_Light_tracking,Pellet,Right,35,13,26,1
12/23/2019 20:47:33,0,3.60,0,FR1_Light_tracking,Poke,Left,35,14,26,nan
12/23/2019 20:47:51,0,3.60,0,FR1_Light_tracking,Poke,Left,35,15,26,nan
12/23/2019 20:47:55,0,3.60,0,FR1_Light_tracking,Poke,Left,35,16,26,nan
12/23/2019 20:48:01,0,3.60,0,FR1_Light_tracking,Poke,Left,35,17,26,nan
12/23/2019 20:51:50,0,3.60,0,FR1_Light_tracking,Poke,Left,35,18,26,nan
12/23/2019 20:51:56,0,3.60,0,FR1_Light_tracking,Poke,Left,35,19,26,nan
12/23/2019 20:52:03,0,3.60,0,FR1_Light_tracking,Poke,Left,36,19,26,nan
12/23/2019 20:52:07,0,3.67,1,FR1_Light_tracking,Pellet,Left,36,19,27,1
12/23/2019 20:52:39,0,3.60,0,FR1_Light_tracking,Poke,Left,37,19,27,nan
12/23/2019 20:52:59,0,3.67,4,FR1_Light_tracking,Pellet,Left,37,19,28,14
12/23/2019 20:53:39,0,3.60,0,FR1_Light_tracking,Poke,Right,37,20,28,nan
12/23/2019 20:53:45,0,3.67,2,FR1_Light_tracking,Pellet,Right,37,20,29,2
12/23/2019 20:54:09,0,3.60,0,FR1_Light_tracking,Poke,Right,38,20,29,nan
12/23/2019 20:54:16,0,3.60,0,FR1_Light_tracking,Poke,Right,39,20,29,nan
12/23/2019 20:54:22,0,3.60,0,FR1_Light_tracking,Poke,Right,40,20,29,nan
12/23/2019 20:54:33,0,3.60,0,FR1_Light_tracking,Poke,Right,40,21,29,nan
12/23/2019 20:54:38,0,3.67,2,FR1_Light_tracking,Pellet,Right,40,21,30,1
12/23/2019 20:54:57,0,3.60,0,FR1_Light_tracking,Poke,Left,40,22,30,nan
12/23/2019 20:55:02,0,3.60,0,FR1_Light_tracking,Poke,Left,40,23,30,nan
12/23/2019 20:55:06,0,3.60,0,FR1_Light_tracking,Poke,Left,40,24,30,nan
12/23/2019 20:55:11,0,3.60,0,FR1_Light_tracking,Poke,Left,40,25,30,nan
12/23/2019 20:55:15,0,3.60,0,FR1_Light_tracking,Poke,Left,41,25,30,nan
12/23/2019 20:55:27,0,3.66,4,FR1_Light_tracking,Pellet,Left,41,25,31,5
12/23/2019 20:55:56,0,3.60,0,FR1_Light_tracking,Poke,Left,42,25,31,nan
12/23/2019 20:56:02,0,3.66,2,FR1_Light_tracking,Pellet,Left,42,25,32,1
12/23/2019 20:56:20,0,3.60,0,FR1_Light_tracking,Poke,Left,42,26,32,nan
12/23/2019 20:56:33,0,3.60,0,FR1_Light_tracking,Poke,Left,42,27,32,nan
12/23/2019 21:01:26,0,3.60,0,FR1_Light_tracking,Poke,Left,42,28,32,nan
12/23/2019 21:02:15,0,3.60,0,FR1_Light_tracking,Poke,Left,42,29,32,nan
12/23/2019 21:02:16,0,3.60,0,FR1_Light_tracking,Poke,Left,42,30,32,nan
12/23/2019 21:02:21,0,3.60,0,FR1_Light_tracking,Poke,Left,42,31,32,nan
12/23/2019 21:02:26,0,3.60,0,FR1_Light_tracking,Poke,Left,42,32,32,nan
12/23/2019 21:06:59,0,3.60,0,FR1_Light_tracking,Poke,Left,42,33,32,nan
12/23/2019 21:08:42,0,3.60,0,FR1_Light_tracking,Poke,Left,43,33,32,nan
12/23/2019 21:08:48,0,3.67,3,FR1_Light_tracking,Pellet,Left,43,33,33,1
12/23/2019 21:11:08,0,3.60,0,FR1_Light_tracking,Poke,Right,44,33,33,nan
12/23/2019 21:14:56,0,3.60,0,FR1_Light_tracking,Poke,Right,45,33,33,nan
12/23/2019 21:29:24,0,3.60,0,FR1_Light_tracking,Poke,Right,45,34,33,nan
12/23/2019 21:29:32,0,3.67,2,FR1_Light_tracking,Pellet,Right,45,34,34,4
12/23/2019 21:37:29,0,3.60,0,FR1_Light_tracking,Poke,Right,46,34,34,nan
12/23/2019 21:50:04,0,3.60,0,FR1_Light_tracking,Poke,Right,46,35,34,nan
12/23/2019 21:50:27,0,3.66,4,FR1_Light_tracking,Pellet,Right,46,35,35,17
12/23/2019 21:50:49,0,3.60,0,FR1_Light_tracking,Poke,Left,46,36,35,nan
12/23/2019 21:52:33,0,3.60,0,FR1_Light_tracking,Poke,Left,47,36,35,nan
12/23/2019 21:52:38,0,3.66,2,FR1_Light_tracking,Pellet,Left,47,36,36,1
12/23/2019 21:54:17,0,3.60,0,FR1_Light_tracking,Poke,Right,48,36,36,nan
12/23/2019 21:54:30,0,3.60,0,FR1_Light_tracking,Poke,Right,49,36,36,nan
12/23/2019 21:54:41,0,3.60,0,FR1_Light_tracking,Poke,Right,50,36,36,nan
12/23/2019 21:54:49,0,3.60,0,FR1_Light_tracking,Poke,Right,50,37,36,nan
12/23/2019 21:54:54,0,3.59,2,FR1_Light_tracking,Pellet,Right,50,37,37,2
12/23/2019 21:55:10,0,3.60,0,FR1_Light_tracking,Poke,Right,51,37,37,nan
12/23/2019 21:55:14,0,3.60,0,FR1_Light_tracking,Poke,Right,51,38,37,nan
12/23/2019 21:55:30,0,3.66,4,FR1_Light_tracking,Pellet,Right,51,38,38,9
12/23/2019 21:56:07,0,3.60,0,FR1_Light_tracking,Poke,Right,51,39,38,nan
12/23/2019 21:56:21,0,3.60,15,FR1_Light_tracking,Pellet,Right,51,39,39,8
12/23/2019 21:56:44,0,3.60,0,FR1_Light_tracking,Poke,Right,52,39,39,nan
12/23/2019 21:56:47,0,3.60,0,FR1_Light_tracking,Poke,Right,53,39,39,nan
12/23/2019 21:57:43,0,3.60,0,FR1_Light_tracking,Poke,Right,54,39,39,nan
12/23/2019 22:00:57,0,3.60,0,FR1_Light_tracking,Poke,Right,54,40,39,nan
12/23/2019 22:01:13,0,3.66,4,FR1_Light_tracking,Pellet,Right,54,40,40,10
12/23/2019 22:01:35,0,3.60,0,FR1_Light_tracking,Poke,Right,54,41,40,nan
12/23/2019 22:01:41,0,3.67,2,FR1_Light_tracking,Pellet,Right,54,41,41,2
12/23/2019 22:04:51,0,3.60,0,FR1_Light_tracking,Poke,Left,55,41,41,nan
12/23/2019 22:04:55,0,3.60,2,FR1_Light_tracking,Pellet,Left,55,41,42,1
12/23/2019 22:06:38,0,3.60,0,FR1_Light_tracking,Poke,Left,56,41,42,nan
12/23/2019 22:06:43,0,3.66,2,FR1_Light_tracking,Pellet,Left,56,41,43,2
12/23/2019 22:07:14,0,3.60,0,FR1_Light_tracking,Poke,Right,57,41,43,nan
12/23/2019 22:09:24,0,3.60,0,FR1_Light_tracking,Poke,Right,57,42,43,nan
12/23/2019 22:09:30,0,3.66,2,FR1_Light_tracking,Pellet,Right,57,42,44,3
12/23/2019 22:09:46,0,3.60,0,FR1_Light_tracking,Poke,Right,58,42,44,nan
12/23/2019 22:10:22,0,3.60,0,FR1_Light_tracking,Poke,Right,58,43,44,nan
12/23/2019 22:10:27,0,3.67,2,FR1_Light_tracking,Pellet,Right,58,43,45,1
12/23/2019 22:10:49,0,3.60,0,FR1_Light_tracking,Poke,Right,59,43,45,nan
12/23/2019 22:10:57,0,3.60,0,FR1_Light_tracking,Poke,Right,60,43,45,nan
12/23/2019 22:12:37,0,3.60,0,FR1_Light_tracking,Poke,Right,61,43,45,nan
12/23/2019 22:15:31,0,3.60,0,FR1_Light_tracking,Poke,Right,62,43,45,nan
12/23/2019 22:42:17,0,3.60,0,FR1_Light_tracking,Poke,Right,62,44,45,nan
12/23/2019 22:42:22,0,3.66,2,FR1_Light_tracking,Pellet,Right,62,44,46,2
12/23/2019 22:46:14,0,3.60,0,FR1_Light_tracking,Poke,Left,62,45,46,nan
12/23/2019 22:56:56,0,3.60,0,FR1_Light_tracking,Poke,Left,62,46,46,nan
12/23/2019 23:13:54,0,3.60,0,FR1_Light_tracking,Poke,Left,62,47,46,nan
12/23/2019 23:14:00,0,3.59,0,FR1_Light_tracking,Poke,Left,62,48,46,nan
12/23/2019 23:14:06,0,3.60,0,FR1_Light_tracking,Poke,Left,63,48,46,nan
12/23/2019 23:14:11,0,3.67,2,FR1_Light_tracking,Pellet,Left,63,48,47,1
12/23/2019 23:14:38,0,3.60,0,FR1_Light_tracking,Poke,Left,64,48,47,nan
12/23/2019 23:14:52,0,3.66,4,FR1_Light_tracking,Pellet,Left,64,48,48,9
12/23/2019 23:15:27,0,3.60,0,FR1_Light_tracking,Poke,Left,64,49,48,nan
12/23/2019 23:15:31,0,3.60,0,FR1_Light_tracking,Poke,Left,64,50,48,nan
12/23/2019 23:15:38,0,3.60,0,FR1_Light_tracking,Poke,Left,64,51,48,nan
12/23/2019 23:15:47,0,3.60,0,FR1_Light_tracking,Poke,Left,64,52,48,nan
12/23/2019 23:15:52,0,3.60,0,FR1_Light_tracking,Poke,Left,64,53,48,nan
12/23/2019 23:15:57,0,3.60,0,FR1_Light_tracking,Poke,Left,64,54,48,nan
12/23/2019 23:16:04,0,3.60,0,FR1_Light_tracking,Poke,Left,64,55,48,nan
12/23/2019 23:16:08,0,3.59,0,FR1_Light_tracking,Poke,Left,64,56,48,nan
12/23/2019 23:16:12,0,3.60,0,FR1_Light_tracking,Poke,Left,64,57,48,nan
12/23/2019 23:16:17,0,3.60,0,FR1_Light_tracking,Poke,Left,65,57,48,nan
12/23/2019 23:16:21,0,3.66,2,FR1_Light_tracking,Pellet,Left,65,57,49,1
12/23/2019 23:16:37,0,3.59,0,FR1_Light_tracking,Poke,Left,66,57,49,nan
12/23/2019 23:16:51,0,3.66,4,FR1_Light_tracking,Pellet,Left,66,57,50,7
12/23/2019 23:17:22,0,3.59,0,FR1_Light_tracking,Poke,Left,67,57,50,nan
12/23/2019 23:17:26,0,3.59,2,FR1_Light_tracking,Pellet,Left,67,57,51,1
12/23/2019 23:18:09,0,3.60,0,FR1_Light_tracking,Poke,Right,67,58,51,nan
12/23/2019 23:18:14,0,3.66,2,FR1_Light_tracking,Pellet,Right,67,58,52,1
12/23/2019 23:19:04,0,3.59,0,FR1_Light_tracking,Poke,Right,67,59,52,nan
12/23/2019 23:19:09,0,3.65,2,FR1_Light_tracking,Pellet,Right,67,59,53,2
12/23/2019 23:19:34,0,3.60,0,FR1_Light_tracking,Poke,Right,67,60,53,nan
12/23/2019 23:19:39,0,3.66,2,FR1_Light_tracking,Pellet,Right,67,60,54,1
12/23/2019 23:20:56,0,3.60,0,FR1_Light_tracking,Poke,Left,67,61,54,nan
12/23/2019 23:36:38,0,3.59,0,FR1_Light_tracking,Poke,Left,68,61,54,nan
12/23/2019 23:36:44,0,3.66,2,FR1_Light_tracking,Pellet,Left,68,61,55,3
12/23/2019 23:57:45,0,3.60,0,FR1_Light_tracking,Poke,Left,68,62,55,nan
12/24/2019 0:45:32,0,3.60,0,FR1_Light_tracking,Poke,Left,68,63,55,nan
12/24/2019 0:45:38,0,3.59,0,FR1_Light_tracking,Poke,Left,69,63,55,nan
12/24/2019 0:45:43,0,3.67,2,FR1_Light_tracking,Pellet,Left,69,63,56,2
12/24/2019 0:46:05,0,3.60,0,FR1_Light_tracking,Poke,Right,70,63,56,nan
12/24/2019 0:46:09,0,3.59,0,FR1_Light_tracking,Poke,Right,71,63,56,nan
12/24/2019 0:46:14,0,3.59,0,FR1_Light_tracking,Poke,Right,72,63,56,nan
12/24/2019 0:46:17,0,3.59,0,FR1_Light_tracking,Poke,Right,73,63,56,nan
12/24/2019 0:46:21,0,3.59,0,FR1_Light_tracking,Poke,Right,74,63,56,nan
12/24/2019 0:46:26,0,3.59,0,FR1_Light_tracking,Poke,Right,74,64,56,nan
12/24/2019 0:46:50,0,3.59,15,FR1_Light_tracking,Pellet,Right,74,64,57,14
12/24/2019 0:47:50,0,3.59,0,FR1_Light_tracking,Poke,Left,74,65,57,nan
12/24/2019 0:47:59,0,3.59,0,FR1_Light_tracking,Poke,Left,74,66,57,nan
12/24/2019 0:48:03,0,3.59,0,FR1_Light_tracking,Poke,Left,74,67,57,nan
12/24/2019 0:48:23,0,3.59,0,FR1_Light_tracking,Poke,Left,74,68,57,nan
12/24/2019 1:30:16,0,3.59,0,FR1_Light_tracking,Poke,Left,74,69,57,nan
12/24/2019 1:30:50,0,3.58,0,FR1_Light_tracking,Poke,Left,75,69,57,nan
12/24/2019 1:30:56,0,3.66,2,FR1_Light_tracking,Pellet,Left,75,69,58,3
12/24/2019 1:31:19,0,3.59,0,FR1_Light_tracking,Poke,Right,75,70,58,nan
12/24/2019 1:31:26,0,3.59,2,FR1_Light_tracking,Pellet,Right,75,70,59,2
12/24/2019 1:31:41,0,3.59,0,FR1_Light_tracking,Poke,Left,75,71,59,nan
12/24/2019 1:31:46,0,3.58,0,FR1_Light_tracking,Poke,Left,75,72,59,nan
12/24/2019 1:31:52,0,3.58,0,FR1_Light_tracking,Poke,Left,75,73,59,nan
12/24/2019 1:31:59,0,3.59,0,FR1_Light_tracking,Poke,Left,75,74,59,nan
12/24/2019 1:32:01,0,3.59,0,FR1_Light_tracking,Poke,Left,75,75,59,nan
12/24/2019 1:32:04,0,3.59,0,FR1_Light_tracking,Poke,Left,76,75,59,nan
12/24/2019 1:32:22,0,3.65,4,FR1_Light_tracking,Pellet,Left,76,75,60,11
12/24/2019 1:32:40,0,3.59,0,FR1_Light_tracking,Poke,Right,77,75,60,nan
12/24/2019 1:32:45,0,3.59,0,FR1_Light_tracking,Poke,Right,78,75,60,nan
12/24/2019 1:32:48,0,3.59,0,FR1_Light_tracking,Poke,Right,79,75,60,nan
12/24/2019 1:32:51,0,3.59,0,FR1_Light_tracking,Poke,Right,80,75,60,nan
12/24/2019 1:32:56,0,3.59,0,FR1_Light_tracking,Poke,Right,81,75,60,nan
12/24/2019 1:32:59,0,3.59,0,FR1_Light_tracking,Poke,Right,82,75,60,nan
12/24/2019 1:33:40,0,3.59,0,FR1_Light_tracking,Poke,Right,83,75,60,nan
12/24/2019 1:34:09,0,3.59,0,FR1_Light_tracking,Poke,Right,83,76,60,nan
12/24/2019 1:34:14,0,3.65,2,FR1_Light_tracking,Pellet,Right,83,76,61,2
12/24/2019 1:34:46,0,3.59,0,FR1_Light_tracking,Poke,Right,83,77,61,nan
12/24/2019 1:34:51,0,3.59,2,FR1_Light_tracking,Pellet,Right,83,77,62,1
12/24/2019 1:35:18,0,3.59,0,FR1_Light_tracking,Poke,Right,84,77,62,nan
12/24/2019 1:35:19,0,3.59,0,FR1_Light_tracking,Poke,Right,85,77,62,nan
12/24/2019 1:35:22,0,3.60,0,FR1_Light_tracking,Poke,Right,86,77,62,nan
12/24/2019 1:35:24,0,3.59,0,FR1_Light_tracking,Poke,Right,87,77,62,nan
12/24/2019 1:35:27,0,3.59,0,FR1_Light_tracking,Poke,Right,88,77,62,nan
12/24/2019 1:35:33,0,3.59,0,FR1_Light_tracking,Poke,Right,88,78,62,nan
12/24/2019 1:35:38,0,3.66,2,FR1_Light_tracking,Pellet,Right,88,78,63,1
12/24/2019 1:36:02,0,3.59,0,FR1_Light_tracking,Poke,Left,89,78,63,nan
12/24/2019 1:36:22,0,3.65,4,FR1_Light_tracking,Pellet,Left,89,78,64,13
12/24/2019 3:50:18,0,3.59,0,FR1_Light_tracking,Poke,Right,90,78,64,nan
12/24/2019 3:50:22,0,3.59,0,FR1_Light_tracking,Poke,Right,91,78,64,nan
12/24/2019 3:50:35,0,3.59,0,FR1_Light_tracking,Poke,Right,91,79,64,nan
12/24/2019 3:50:40,0,3.66,2,FR1_Light_tracking,Pellet,Right,91,79,65,2
12/24/2019 3:50:59,0,3.59,0,FR1_Light_tracking,Poke,Right,91,80,65,nan
12/24/2019 3:51:04,0,3.65,2,FR1_Light_tracking,Pellet,Right,91,80,66,1
12/24/2019 3:51:30,0,3.59,0,FR1_Light_tracking,Poke,Right,92,80,66,nan
12/24/2019 3:51:32,0,3.59,0,FR1_Light_tracking,Poke,Right,93,80,66,nan
12/24/2019 3:51:34,0,3.59,0,FR1_Light_tracking,Poke,Right,94,80,66,nan
12/24/2019 3:51:51,0,3.60,0,FR1_Light_tracking,Poke,Right,94,81,66,nan
12/24/2019 3:52:05,0,3.58,4,FR1_Light_tracking,Pellet,Right,94,81,67,1
12/24/2019 3:52:29,0,3.59,0,FR1_Light_tracking,Poke,Right,94,82,67,nan
12/24/2019 3:52:44,0,3.58,4,FR1_Light_tracking,Pellet,Right,94,82,68,9
12/24/2019 3:53:16,0,3.58,0,FR1_Light_tracking,Poke,Left,95,82,68,nan
12/24/2019 3:53:30,0,3.65,4,FR1_Light_tracking,Pellet,Left,95,82,69,7
12/24/2019 3:53:56,0,3.59,0,FR1_Light_tracking,Poke,Right,96,82,69,nan
12/24/2019 3:54:05,0,3.59,0,FR1_Light_tracking,Poke,Right,97,82,69,nan
12/24/2019 3:54:11,0,3.59,0,FR1_Light_tracking,Poke,Right,97,83,69,nan
12/24/2019 3:54:27,0,3.65,3,FR1_Light_tracking,Pellet,Right,97,83,70,11
12/24/2019 4:27:38,0,3.58,0,FR1_Light_tracking,Poke,Left,98,83,70,nan
12/24/2019 4:27:44,0,3.65,2,FR1_Light_tracking,Pellet,Left,98,83,71,2
12/24/2019 4:28:10,0,3.58,0,FR1_Light_tracking,Poke,Left,98,84,71,nan
12/24/2019 4:28:12,0,3.58,0,FR1_Light_tracking,Poke,Left,98,85,71,nan
12/24/2019 4:28:18,0,3.58,0,FR1_Light_tracking,Poke,Left,99,85,71,nan
12/24/2019 4:28:24,0,3.65,2,FR1_Light_tracking,Pellet,Left,99,85,72,1
12/24/2019 4:28:44,0,3.58,0,FR1_Light_tracking,Poke,Left,100,85,72,nan
12/24/2019 4:28:49,0,3.65,2,FR1_Light_tracking,Pellet,Left,100,85,73,1
12/24/2019 4:29:06,0,3.58,0,FR1_Light_tracking,Poke,Left,101,85,73,nan
12/24/2019 4:29:10,0,3.65,2,FR1_Light_tracking,Poke,Left,101,85,74,nan
12/24/2019 4:29:38,0,3.58,0,FR1_Light_tracking,Poke,Left,102,85,74,nan
12/24/2019 4:29:43,0,3.65,2,FR1_Light_tracking,Pellet,Left,102,85,75,1
12/24/2019 4:30:02,0,3.58,0,FR1_Light_tracking,Poke,Left,102,86,75,nan
12/24/2019 4:30:05,0,3.58,0,FR1_Light_tracking,Poke,Left,102,87,75,nan
12/24/2019 4:30:21,0,3.58,0,FR1_Light_tracking,Poke,Left,102,88,75,nan
12/24/2019 6:09:17,0,3.58,0,FR1_Light_tracking,Poke,Left,102,89,75,nan
12/24/2019 6:10:44,0,3.59,0,FR1_Light_tracking,Poke,Left,102,90,75,nan
12/24/2019 6:10:47,0,3.58,0,FR1_Light_tracking,Poke,Left,102,91,75,nan
12/24/2019 6:10:54,0,3.58,0,FR1_Light_tracking,Poke,Left,103,91,75,nan
12/24/2019 6:10:58,0,3.65,1,FR1_Light_tracking,Pellet,Left,103,91,76,1
12/24/2019 6:11:23,0,3.58,0,FR1_Light_tracking,Poke,Left,104,91,76,nan
12/24/2019 6:11:38,0,3.65,4,FR1_Light_tracking,Pellet,Left,104,91,77,8
12/24/2019 6:11:55,0,3.58,0,FR1_Light_tracking,Poke,Left,105,91,77,nan
12/24/2019 6:12:08,0,3.65,4,FR1_Light_tracking,Pellet,Left,105,91,78,7
12/24/2019 6:12:32,0,3.58,0,FR1_Light_tracking,Poke,Right,106,91,78,nan
12/24/2019 6:12:33,0,3.58,0,FR1_Light_tracking,Poke,Right,107,91,78,nan
12/24/2019 6:12:40,0,3.58,0,FR1_Light_tracking,Poke,Right,107,92,78,nan
12/24/2019 6:12:56,0,3.64,4,FR1_Light_tracking,Pellet,Right,107,92,79,9
12/24/2019 6:13:14,0,3.58,0,FR1_Light_tracking,Poke,Right,108,92,79,nan
12/24/2019 6:13:24,0,3.58,0,FR1_Light_tracking,Poke,Right,109,92,79,nan
12/24/2019 6:13:26,0,3.58,0,FR1_Light_tracking,Poke,Right,109,93,79,nan
12/24/2019 6:13:40,0,3.58,3,FR1_Light_tracking,Pellet,Right,109,93,80,9
12/24/2019 6:13:56,0,3.58,0,FR1_Light_tracking,Poke,Left,109,94,80,nan
12/24/2019 6:14:00,0,3.58,0,FR1_Light_tracking,Poke,Left,109,95,80,nan
12/24/2019 6:14:09,0,3.58,0,FR1_Light_tracking,Poke,Left,109,96,80,nan
12/24/2019 6:37:20,0,3.58,0,FR1_Light_tracking,Poke,Left,109,97,80,nan
12/24/2019 8:56:58,0,3.58,0,FR1_Light_tracking,Poke,Left,109,98,80,nan
